layer,step,ok,skipped,seconds,returncode,stdout,stderr
ml2,train_dh_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_dh_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_dh_poscosecha_ml2.err.log
ml2,apply_dh_poscosecha_ml2,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_dh_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_dh_poscosecha_ml2.err.log
ml2,build_ds_hidr_poscosecha_ml2_v1,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_ds_hidr_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_ds_hidr_poscosecha_ml2_v1.err.log
ml2,train_hidr_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_hidr_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_hidr_poscosecha_ml2.err.log
ml2,apply_hidr_poscosecha_ml2,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_hidr_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_hidr_poscosecha_ml2.err.log
ml2,build_ds_desp_poscosecha_ml2_v1,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_ds_desp_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_ds_desp_poscosecha_ml2_v1.err.log
ml2,train_desp_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_desp_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_desp_poscosecha_ml2.err.log
ml2,apply_desp_poscosecha_ml2,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_desp_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_desp_poscosecha_ml2.err.log
ml2,build_ds_ajuste_poscosecha_ml2_v1,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_ds_ajuste_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_ds_ajuste_poscosecha_ml2_v1.err.log
ml2,train_ajuste_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_ajuste_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__train_ajuste_poscosecha_ml2.err.log
ml2,apply_ajuste_poscosecha_ml2,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_ajuste_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_ajuste_poscosecha_ml2.err.log
ml2,build_pred_tallos_ml2_full,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_tallos_ml2_full.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_tallos_ml2_full.err.log
ml2,build_pred_kg_cajas_ml2,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_kg_cajas_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_kg_cajas_ml2.err.log
ml2,build_pred_poscosecha_ml2_seed_mix_grado_dia,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_poscosecha_ml2_seed_mix_grado_dia.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_poscosecha_ml2_seed_mix_grado_dia.err.log
ml2,apply_dh_poscosecha_ml1_on_ml2_seed,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_dh_poscosecha_ml1_on_ml2_seed.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_dh_poscosecha_ml1_on_ml2_seed.err.log
ml2,apply_hidr_poscosecha_ml1_on_ml2_dh,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_hidr_poscosecha_ml1_on_ml2_dh.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_hidr_poscosecha_ml1_on_ml2_dh.err.log
ml2,apply_desp_ajuste_poscosecha_ml1_on_ml2_hidr,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_desp_ajuste_poscosecha_ml1_on_ml2_hidr.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__apply_desp_ajuste_poscosecha_ml1_on_ml2_hidr.err.log
ml2,build_pred_poscosecha_ml2_views_from_full,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_poscosecha_ml2_views_from_full.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_poscosecha_ml2_views_from_full.err.log
ml2,build_pred_poscosecha_ml2_final_views,1,0,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_poscosecha_ml2_final_views.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104159\ml2__build_pred_poscosecha_ml2_final_views.err.log
